Agency,Rating,Outlook,Date
S&P,AAA,Stable,Nov 20 2015
S&P,AA+,Positive,May 22 2015
Moody's,Aaa,Stable,Mar 07 2014
S&P,AA+,Stable,Nov 29 2013
Moody's,Aaa,Negative,Jul 23 2012
S&P,AAA,Negative,Jan 13 2012
S&P,AAA,Negative Watch,Dec 05 2011
DBRS,AAA,Stable,May 12 2011
S&P,AAA,N/A,Oct 01 1998
S&P,AAA,Stable,Jan 25 1990
Moody's,Aaa,Stable,Jan 10 1986
