Agency,Rating,Outlook,Date
Moody's,Aaa,Stable,Feb 28 2014
Moody's,Aaa,Negative,Jul 23 2012
S&P,AAA,Stable,Jan 13 2012
S&P,AAA,Negative Watch,Dec 05 2011
DBRS,AAA,Stable,Jun 16 2011
S&P,AAA,Stable,Jun 26 1989
Moody's,Aaa,Stable,Feb 09 1986
S&P,AAA,N/A,Aug 17 1983
