Agency,Rating,Outlook,Date
DBRS,AAA,Stable,Dec 16 2016
Moody's,Aaa,Stable,Feb 28 2014
S&P,AAA,Stable,Jan 14 2013
Moody's,Aaa,Negative,Jul 23 2012
S&P,AAA,Negative,Jan 13 2012
S&P,AAA,Negative Watch,Dec 05 2011
S&P,AAA,Stable,Apr 28 1994
Moody's,Aaa,Stable,Sep 20 1989
