Entry ID,Latitude,Longitude
36,54.087,-3.737
42,51.384981,-5.602
55,48.853,-2.539
250,36.181954,-6.15804
424,LAKE,LAKE
1375,61.62883,21.26
2185,LAKE,LAKE
5614,55.6,12.46
